iter	Logloss
0	0.6851990993
1	0.6780152679
2	0.671310393
3	0.665501175
4	0.6603339418
5	0.6549019352
6	0.6501139656
7	0.6455067714
8	0.641460114
9	0.6377892406
10	0.6344326462
11	0.6311231584
12	0.6280429062
13	0.6252664405
14	0.6226559113
15	0.6201507181
16	0.6179323786
17	0.6158676673
18	0.6140115386
19	0.6121366519
20	0.6105393446
21	0.60906656
22	0.6076370462
23	0.60640525
24	0.6051282698
25	0.6038923228
26	0.6027662847
27	0.6017234804
28	0.6006252244
29	0.5996512689
30	0.5987458035
31	0.5979042125
32	0.5970282488
33	0.5962370527
34	0.5955167966
35	0.5948352306
36	0.594175902
37	0.5935471558
38	0.5928662364
39	0.5923808387
40	0.5917981955
41	0.5912808574
42	0.5907394683
43	0.5902504667
44	0.5897205796
45	0.5892044769
46	0.5887493804
47	0.5883013538
48	0.5878813075
49	0.5876100415
50	0.5872353084
51	0.5868848496
52	0.5865299827
53	0.5861443213
54	0.585776505
55	0.5854500719
56	0.5851611605
57	0.5848504975
58	0.5845320164
59	0.5842283734
60	0.5839735765
61	0.5836763375
62	0.5834419728
63	0.5832128119
64	0.5829891719
65	0.5827450181
66	0.5825056654
67	0.5822914419
68	0.5820590945
69	0.581844742
70	0.5816523398
71	0.5814517286
72	0.5812890142
73	0.5810941449
74	0.5808981047
75	0.5807535688
76	0.5805722691
77	0.5803831233
78	0.5802135928
79	0.5799850013
80	0.5798371504
81	0.5796822484
82	0.5794971173
83	0.5793184679
84	0.5791906032
85	0.5790245841
86	0.578900719
87	0.5787677845
88	0.5786310732
89	0.5785041885
90	0.5783494122
91	0.5782043062
92	0.5780712235
93	0.5779349364
94	0.5777933541
95	0.5776467438
96	0.5775458203
97	0.5774268204
98	0.5772996198
99	0.5772230688
100	0.5771088924
101	0.5769993821
102	0.5769284339
103	0.5768409099
104	0.5766973163
105	0.5765915777
106	0.5765034633
107	0.5764264997
108	0.5763229745
109	0.5762427234
110	0.5761558032
111	0.5760641623
112	0.5759656959
113	0.5758727023
114	0.5758200749
115	0.5757221549
116	0.5756444364
117	0.5755315321
118	0.5754450881
119	0.5753618303
120	0.5752941936
121	0.5752052599
122	0.5751414871
123	0.5750565857
124	0.5749789337
125	0.5749008763
126	0.5748064876
127	0.5747262637
128	0.5746449333
129	0.5745390075
130	0.5744544844
131	0.5743821541
132	0.5743076705
133	0.5742763571
134	0.5742061853
135	0.5741433412
136	0.5740476265
137	0.5739817002
138	0.5738996183
139	0.573878613
140	0.5738111247
141	0.5737359894
142	0.5736787059
143	0.573621108
144	0.5735445222
145	0.5734850111
146	0.5734089136
147	0.5733515823
148	0.5732994851
149	0.5732484406
150	0.5731690371
151	0.573096817
152	0.5730378081
153	0.5729951552
154	0.5729502895
155	0.5728966827
156	0.5728540216
157	0.5728204671
158	0.5727821485
159	0.5727340224
160	0.572723441
161	0.5726567269
162	0.5726151908
163	0.5725602701
164	0.5724808345
165	0.5724255508
166	0.5723817821
167	0.5723200758
168	0.5722622633
169	0.572260959
170	0.5722257959
171	0.5721597759
172	0.5721350278
173	0.5721130479
174	0.5720509261
175	0.5720033849
176	0.5719652722
177	0.5719317568
178	0.5718972271
179	0.5718843174
180	0.5718375694
181	0.5717734572
182	0.5717078453
183	0.571658428
184	0.5716559022
185	0.5716222635
186	0.5715730169
187	0.5715336
188	0.5715061583
189	0.5714831286
190	0.5714460153
191	0.5713831464
192	0.571350908
193	0.5713259599
194	0.5713087868
195	0.5712538207
196	0.5712309758
197	0.5711790121
198	0.5711232755
199	0.5710726601
200	0.5710329944
201	0.5709808671
202	0.5709335357
203	0.5708951627
204	0.5708680425
205	0.5708202385
206	0.5707733436
207	0.5707394284
208	0.570716189
209	0.5706895493
210	0.5706460917
211	0.5706441111
212	0.5705713074
213	0.570534591
214	0.5704840232
215	0.5704530123
216	0.5704191355
217	0.5703926522
218	0.5703596332
219	0.5703405795
220	0.5703210525
221	0.5702994596
222	0.5702756382
223	0.5702540987
224	0.5702467556
225	0.5701966161
226	0.5701683807
227	0.5701276028
228	0.570094198
229	0.5700449116
230	0.570028684
231	0.5700002379
232	0.5699985424
233	0.5699824844
234	0.5699506278
235	0.5699260754
236	0.5698877849
237	0.5698639932
238	0.5698447641
239	0.5697809354
240	0.5697583368
241	0.5697178721
242	0.5696700873
243	0.5696288104
244	0.5696005085
245	0.5695634054
246	0.5695395219
247	0.5695267342
248	0.5694823539
249	0.5694354547
250	0.5694261334
251	0.5693868474
252	0.5693541566
253	0.5693384754
254	0.5693003845
255	0.5692721152
256	0.569231482
257	0.5692185934
258	0.5692006581
259	0.5691599017
260	0.5691221084
261	0.569096492
262	0.5690404683
263	0.5690226117
264	0.5689993908
265	0.568979226
266	0.5689365095
267	0.5689041558
268	0.5688816968
269	0.5688593441
270	0.5688186341
271	0.5687821763
272	0.5687339419
273	0.5686967635
274	0.5686735802
275	0.5686437878
276	0.5686035672
277	0.5685826942
278	0.568552844
279	0.5685434987
280	0.5685018217
281	0.5685011029
282	0.5684662306
283	0.5684352835
284	0.5683991571
285	0.5683644882
286	0.5683455876
287	0.56831798
288	0.568281851
289	0.5682404593
290	0.5682388603
291	0.56820041
292	0.5681810199
293	0.5681487276
294	0.5681270922
295	0.5680918977
296	0.5680748515
297	0.5680446254
298	0.5680308575
299	0.5680007151
300	0.5679759252
301	0.5679637808
302	0.5679338057
303	0.5678885332
304	0.5678654248
305	0.5678537416
306	0.5678509568
307	0.5678370252
308	0.5677997818
309	0.5677658794
310	0.5677281224
311	0.5677138534
312	0.5676891465
313	0.5676678587
314	0.5676441475
315	0.5676333318
316	0.5676029552
317	0.5675820266
318	0.5675603189
319	0.567540782
320	0.5674951252
321	0.5674814339
322	0.5674492252
323	0.5674055007
324	0.5673747778
325	0.5673452904
326	0.5673311066
327	0.5673300617
328	0.5673290564
329	0.5673207559
330	0.5672995862
331	0.5672868392
332	0.5672730638
333	0.567255756
334	0.5672138765
335	0.5672073035
336	0.5671913312
337	0.5671619415
338	0.5671517288
339	0.5671516104
340	0.5671092667
341	0.5670497199
342	0.5670225278
343	0.5670220184
344	0.5669953633
345	0.5669607522
346	0.5669592485
347	0.5669476147
348	0.5669288618
349	0.5669043391
350	0.5669009329
351	0.5668757991
352	0.5668318678
353	0.5668102212
354	0.5667720467
355	0.5667531627
356	0.5667408702
357	0.5667158715
358	0.5666803966
359	0.5666581786
360	0.5666303433
361	0.5666147129
362	0.5665775037
363	0.5665530339
364	0.5665365094
365	0.5665064756
366	0.5665055336
367	0.5664916578
368	0.5664615662
369	0.5664246071
370	0.5663933262
371	0.5663704225
372	0.5663666918
373	0.5663493805
374	0.566326165
375	0.566313037
376	0.5662930795
377	0.5662618242
378	0.566261231
379	0.5662444306
380	0.5662349817
381	0.5662340546
382	0.5662220974
383	0.566221468
384	0.5662206069
385	0.5661872488
386	0.566166648
387	0.566141717
388	0.5661338155
389	0.566106108
390	0.5660757139
391	0.5660303438
392	0.5660296463
393	0.5660067376
394	0.5660042519
395	0.5659934991
396	0.5659806854
397	0.5659606956
398	0.5659191895
399	0.5659175918
400	0.5659173165
401	0.5659005277
402	0.5658802748
403	0.5658603623
404	0.5658385043
405	0.5658158769
406	0.5657987918
407	0.565776922
408	0.5657472367
409	0.5657306002
410	0.5657143288
411	0.5657143287
412	0.5657134385
413	0.565699676
414	0.5656970406
415	0.5656758922
416	0.5656713431
417	0.5656543321
418	0.5656357825
419	0.5656101586
420	0.5655863361
421	0.5655733625
422	0.5655626486
423	0.5655443985
424	0.5655170498
425	0.5655057187
426	0.5654564818
427	0.5654284402
428	0.565394656
429	0.5653863057
430	0.5653511342
431	0.5653468372
432	0.565328557
433	0.5653073056
434	0.5652875879
435	0.5652672023
436	0.565235907
437	0.5652342698
438	0.5652172976
439	0.5652171793
440	0.5651733055
441	0.5651439711
442	0.5651425463
443	0.5651306429
444	0.5651021028
445	0.5650931611
446	0.5650668671
447	0.5650398285
448	0.5650183751
449	0.5650008255
450	0.5649946001
451	0.5649824828
452	0.5649429666
453	0.5649170461
454	0.5649033835
455	0.5648901365
456	0.5648896978
457	0.5648580145
458	0.5648434959
459	0.5648347096
460	0.5648339155
461	0.5648276895
462	0.5648101466
463	0.5648087281
464	0.5648078428
465	0.564773704
466	0.5647476188
467	0.5647468948
468	0.5647205084
469	0.5647030679
470	0.5646454035
471	0.5646155918
472	0.5645917371
473	0.5645772083
474	0.5645626485
475	0.5645544211
476	0.5645499971
477	0.564519809
478	0.5645043471
479	0.5644975099
480	0.5644973205
481	0.5644682331
482	0.5644261543
483	0.5644260782
484	0.5644108313
485	0.5643783877
486	0.5643731854
487	0.5643372943
488	0.5643357699
489	0.5643292955
490	0.5642942196
491	0.5642927196
492	0.5642727412
493	0.5642551427
494	0.5642492021
495	0.5642293328
496	0.5642098817
497	0.5641919811
498	0.5641907941
499	0.5641550578
500	0.5641077419
501	0.5640835085
502	0.5640820229
503	0.5640745146
504	0.5640603132
505	0.5640487478
506	0.5640460626
507	0.5640407799
508	0.5639815877
509	0.5639799672
510	0.5639785503
511	0.5639723278
512	0.5639505901
513	0.5639342469
514	0.5639159426
515	0.5639150214
516	0.5639136996
517	0.563888804
518	0.5638819429
519	0.5638813686
520	0.5638618914
521	0.5638610323
522	0.5638336418
523	0.5638202388
524	0.5637904788
525	0.5637751868
526	0.5637657774
527	0.5637565773
528	0.563721165
529	0.5637056547
530	0.5637046063
531	0.5636595668
532	0.5636445658
533	0.563619392
534	0.5636072669
535	0.5635844625
536	0.5635773044
537	0.563557649
538	0.5635187859
539	0.5635184256
540	0.5634989622
541	0.5634861937
542	0.5634567898
543	0.5634331223
544	0.5633875832
545	0.5633720312
546	0.5633712748
547	0.5633422016
548	0.5633307537
549	0.5633302989
550	0.563292257
551	0.5632624172
552	0.5632624148
553	0.5632500601
554	0.5632301156
555	0.5632208993
556	0.5632208546
557	0.5632204012
558	0.5632054382
559	0.5631872851
560	0.5631402927
561	0.5631138082
562	0.5631006493
563	0.5630792597
564	0.563076202
565	0.56303492
566	0.5630142196
567	0.5629733846
568	0.5629527872
569	0.5629422673
570	0.562922554
571	0.5628905608
572	0.562853674
573	0.5628198645
574	0.5628123609
575	0.5627989572
576	0.5627481119
577	0.5627458154
578	0.56270924
579	0.5626964553
580	0.5626917452
581	0.562678805
582	0.562648984
583	0.5626316185
584	0.5626200377
585	0.5625785421
586	0.562558101
587	0.5625460736
588	0.5625456285
589	0.5625214898
590	0.5625117981
591	0.5624984098
592	0.5624765586
593	0.5624670679
594	0.5624413301
595	0.5624119907
596	0.5623922941
597	0.5623511301
598	0.5623284166
599	0.562292251
600	0.5622906769
601	0.5622638405
602	0.5622361209
603	0.5622022858
604	0.5621940144
605	0.5621835571
606	0.5621606102
607	0.5621480285
608	0.5620950446
609	0.562060894
610	0.5620521313
611	0.5620028278
612	0.5619920186
613	0.5619695502
614	0.5619607367
615	0.5619526246
616	0.5619216217
617	0.5618979558
618	0.5618976829
619	0.5618895061
620	0.5618558444
621	0.5618146266
